"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.387624980E-3,1.256709900E-1,4.993393528E-1,1.029812205E0,1.151367085E0
1.341362495E-2,4.808720917E-1,1.380533463E-1,-1.973183852E-1,5.378022314E-1
2.343962505E-2,3.111072484E-1,-7.635294199E-2,-1.398618316E0,1.434834724E0
3.346562502E-2,-1.771440294E-1,1.604376572E-1,-1.775605266E0,1.791617791E0
4.349262500E-2,-4.917949829E-1,6.261701381E-1,-1.361597840E0,1.577307841E0
5.351862498E-2,-3.994118991E-1,8.581818080E-1,-6.543192190E-1,1.150712614E0
6.354462507E-2,-1.572135025E-1,7.643299037E-1,-1.266302258E-1,7.905387411E-1
7.357062504E-2,9.277192354E-2,5.534956795E-1,1.137821388E-1,5.726346760E-1
8.359662502E-2,2.802585080E-1,4.361163336E-1,1.679945987E-1,5.449444678E-1
9.362262499E-2,3.644399947E-1,4.667013645E-1,-9.092712700E-2,5.990779714E-1
1.036496250E-1,2.445843530E-1,4.981143612E-1,-6.729180425E-1,8.722144888E-1
1.136756251E-1,-3.104397887E-1,5.317291269E-1,-1.444574507E0,1.570319787E0
1.237016250E-1,-7.316009912E-1,6.077660269E-1,-1.943757740E0,2.163980985E0
1.337276250E-1,-9.170607845E-1,7.029084116E-1,-2.152579937E0,2.443088435E0
1.437536250E-1,-4.743077150E-1,1.338068059E0,-9.050390553E-1,1.683594260E0
1.537796250E-1,-4.416023375E-1,1.518596749E0,1.079835720E0,1.914991878E0
1.638066251E-1,-1.051208191E0,4.494690353E-1,1.721043143E0,2.066168089E0
1.738326250E-1,7.255488306E-2,-1.114329907E0,8.412149423E-1,1.398083664E0
1.838586250E-1,9.557398237E-1,-1.883683446E0,2.838460672E-1,2.131260314E0
1.938846250E-1,3.597446805E-1,-1.800283440E0,2.364906371E-2,1.836027227E0
2.039106250E-1,-4.743436754E-1,-1.357412987E0,-3.007644010E-1,1.469023882E0
2.139366250E-1,-1.335016543E0,-6.571057096E-1,-6.804638743E-1,1.636180971E0
2.239636250E-1,-1.601993101E0,-6.561511517E-2,-1.398784377E0,2.127741754E0
2.339896250E-1,-1.827588475E0,-6.580281079E-2,-1.985350739E0,2.699264196E0
2.440156250E-1,-1.756268232E0,-5.355040893E-1,-2.101381717E0,2.790528239E0
2.540416251E-1,-7.921542449E-1,-6.320059517E-1,-1.503513857E0,1.813144723E0
2.640676250E-1,1.728511864E-1,-4.871014228E-1,-2.609173805E-1,5.789846356E-1
2.740946250E-1,1.384793598E0,-7.254137599E-1,-1.289088857E-1,1.568596804E0
2.841206250E-1,1.809259062E0,-6.456308413E-1,-1.278762090E0,2.307702324E0
2.941466250E-1,1.715914111E0,-7.544881627E-1,-1.579355167E0,2.451117372E0
3.041726251E-1,5.986562110E-1,-4.620452267E-1,-1.914648546E0,2.058580604E0
3.141986250E-1,-1.236623399E0,-3.959076628E-1,-2.320988519E0,2.659505219E0
3.242246250E-1,-2.229148934E0,-7.547249749E-1,-2.090700608E0,3.147974553E0
3.342516250E-1,-1.935729220E0,-9.844322571E-1,-2.609785423E0,3.395163389E0
3.442776250E-1,-1.456726191E0,-1.469383951E0,-2.634675266E0,3.350023007E0
3.543036251E-1,-4.405575132E-1,-1.874932211E0,-2.839647657E0,3.431189376E0
3.643296250E-1,5.358878859E-1,-1.766595291E0,-2.701631148E0,3.272131661E0
3.743556250E-1,9.822948805E-1,-1.647629596E0,-1.813465987E0,2.639743436E0
3.843823751E-1,1.213084190E0,-1.925785007E0,3.363341832E-1,2.300726369E0
3.944093750E-1,1.628680670E0,-2.366160306E0,-2.056536496E0,3.532797430E0
4.044353750E-1,-2.030641517E-1,-3.041638552E0,-4.093502946E0,5.103877595E0
4.144613750E-1,-2.236701782E0,-3.162564526E0,-7.765120513E0,8.677657854E0
4.244873750E-1,-1.120381775E0,-3.276338772E0,-9.119070779E0,9.754337648E0
4.345133750E-1,-7.296085525E-1,-3.189476629E0,-8.460863162E0,9.071454969E0
4.445393750E-1,-1.531098973E0,-3.395133728E0,-9.966548674E0,1.063970345E1
4.545663750E-1,-2.184272431E0,-4.062276476E0,-1.064854218E1,1.160450718E1
4.645923750E-1,-3.146691383E0,-4.906686922E0,-1.109244876E1,1.253074869E1
4.746183751E-1,-3.437291569E0,-6.035635160E0,-1.092402673E1,1.294520085E1
4.846443750E-1,-3.478904448E0,-7.333652716E0,-9.961711857E0,1.284993936E1
4.946703750E-1,-3.942674019E0,-8.698231466E0,-8.814130881E0,1.299587674E1
5.046963750E-1,-4.401650627E0,-1.037704192E1,-8.389235355E0,1.405122049E1
5.147233750E-1,-4.930511402E0,-1.192740660E1,-8.252563705E0,1.531919641E1
5.247493751E-1,-5.726768857E0,-1.297385588E1,-8.105037285E0,1.633427217E1
5.347753750E-1,-5.604477265E0,-1.354933768E1,-7.012333013E0,1.625323141E1
5.448013750E-1,-4.678719771E0,-1.402226516E1,-5.879539061E0,1.590859260E1
5.548273750E-1,-3.039254642E0,-1.475954994E1,-5.105587564E0,1.591063819E1
5.648533750E-1,-9.038432997E-1,-1.529846324E1,-3.913189434E0,1.581685689E1
5.748803751E-1,2.759307498E0,-1.594904317E1,-2.466674820E0,1.637285072E1
5.849063750E-1,7.424268186E0,-1.561219911E1,-7.517917923E-1,1.730392181E1
5.949323750E-1,1.264046870E1,-1.402599217E1,7.394551905E-1,1.889594399E1
6.049583750E-1,1.645820701E1,-1.133571515E1,1.298439140E0,2.002640657E1
6.149843750E-1,1.876762097E1,-7.957740076E0,1.018282081E0,2.041044150E1
6.250103750E-1,1.909630466E1,-4.906263583E0,5.208307940E-1,1.972337543E1
6.350373750E-1,1.749452308E1,-3.798088748E0,-1.057855452E0,1.793328955E1
6.450633750E-1,1.590727183E1,-3.889683042E0,-3.301998108E0,1.670551175E1
6.550893750E-1,1.530112957E1,-3.894057929E0,-4.957229669E0,1.654878785E1
6.651153750E-1,1.626438000E1,-2.976872452E0,-4.927916408E0,1.725329495E1
6.751413750E-1,1.870806006E1,-1.103395906E0,-2.712524511E0,1.893585971E1
6.851673750E-1,2.174044130E1,1.146310961E0,-3.200184781E-2,2.177066469E1
6.951943750E-1,2.397407300E1,3.461408409E0,1.896068434E0,2.429676110E1
7.052203750E-1,2.482479610E1,5.375042464E0,2.011138129E0,2.547952628E1
7.152463751E-1,2.415311241E1,7.016468748E0,3.404810286E-1,2.515391818E1
7.252723750E-1,2.190846455E1,7.911135428E0,-1.714734582E0,2.335609551E1
7.352983750E-1,1.826535216E1,7.576305149E0,-3.403023376E0,2.006499582E1
7.453253750E-1,1.548231374E1,6.890186432E0,-3.589106922E0,1.732219375E1
7.553513750E-1,1.367904179E1,6.740764344E0,-2.253863652E0,1.541538159E1
7.653773751E-1,1.177655077E1,7.078671429E0,-1.647798581E0,1.383871300E1
7.754033750E-1,9.230991164E0,7.287523447E0,-2.280658518E0,1.198000831E1
7.854293750E-1,6.981990641E0,7.290162295E0,-3.490690681E0,1.068080433E1
7.954553750E-1,6.327080269E0,7.693259987E0,-4.586450123E0,1.096602566E1
8.054823750E-1,5.137979384E0,7.566615143E0,-5.352185698E0,1.059709340E1
8.155083751E-1,3.835133198E0,6.614048749E0,-5.938440987E0,9.680855792E0
8.255343750E-1,2.084079221E0,5.385668024E0,-5.844550492E0,8.216299454E0
8.355603750E-1,-3.951232588E-1,3.459150215E0,-7.426644495E0,8.202249146E0
8.455863750E-1,-5.223048770E0,3.993560582E-1,-1.318088240E1,1.418363087E1
8.556123750E-1,-8.140978950E0,-4.104020333E-1,-1.352535708E1,1.579174633E1
8.656393751E-1,-7.862183708E0,4.815357506E-1,-7.405812035E0,1.081165395E1
8.756653750E-1,-5.359695861E0,-2.462812150E-1,-4.365173941E0,6.916772202E0
8.856913750E-1,-3.489228877E0,-7.253482711E-1,-2.013768353E0,4.093422926E0
8.957173750E-1,-3.407509945E0,-9.560411015E-1,-5.360102389E-1,3.579447665E0
9.057433750E-1,-4.641331505E0,-1.776352248E0,-1.483010010E0,5.186203248E0
9.157693750E-1,-5.715031741E0,-2.421633133E0,-8.372101843E-1,6.263131463E0
9.257963750E-1,-6.203122221E0,-2.109216693E0,1.854713416E-1,6.554534306E0
9.358223750E-1,-6.099006114E0,-4.702567640E-1,1.455647964E0,6.287919211E0
9.458483750E-1,-5.501195557E0,9.882604292E-1,1.596072357E0,5.812680810E0
9.558743751E-1,-4.977599030E0,2.325057742E0,9.570045034E-1,5.576579886E0
9.659003750E-1,-4.927051020E0,2.726499941E0,4.486674551E-1,5.648976559E0
9.759263750E-1,-4.464848503E0,2.809816917E0,-3.017082147E-1,5.284029817E0
