"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.550416695E-3,-4.632807434E-2,6.504439768E-1,-2.514889791E0,2.598055873E0
1.157741668E-2,3.609442368E-1,4.861845794E-1,-2.382234010E0,2.457985977E0
2.160341665E-2,7.954774368E-1,2.812075111E-1,-1.878439078E0,2.059222035E0
3.163041675E-2,1.097612717E0,1.054711989E-1,-1.099426816E0,1.557118228E0
4.165741673E-2,8.859996441E-1,-1.373660061E-1,-1.594828069E-1,9.106588575E-1
5.168441671E-2,5.216806868E-1,-2.517363748E-1,1.061037506E0,1.208851741E0
6.171141670E-2,4.966529958E-1,-2.308790642E-1,2.005204960E0,2.078657324E0
7.173900004E-2,6.210301432E-1,-2.429883555E-1,2.251333562E0,2.348025679E0
8.176600002E-2,7.738418618E-1,-3.913298777E-1,2.240508027E0,2.402466757E0
9.179199999E-2,7.472729909E-1,-6.102066547E-1,2.011793017E0,2.231161184E0
1.018190001E-1,-1.808251441E-1,-8.141487658E-1,1.461579965E0,1.682781013E0
1.118460001E-1,-1.270280849E0,-7.521372896E-1,8.810087532E-1,1.719156875E0
1.218730001E-1,-1.644174330E0,-5.351971105E-1,1.106035924E-1,1.732621808E0
1.319000000E-1,-1.045950082E0,-2.364546767E-1,-1.084746212E0,1.525318567E0
1.419270000E-1,-2.616225547E-1,5.066486648E-1,-1.875266964E0,1.960042198E0
1.519540000E-1,4.743167782E-1,1.189240926E0,-1.887281823E0,2.280592700E0
1.619800001E-1,1.066084823E0,1.236937248E0,-1.527378682E0,2.235941915E0
1.720070001E-1,1.537700772E0,8.696218854E-1,-7.622599894E-1,1.924007843E0
1.820340001E-1,1.847056780E0,3.505411631E-1,-9.953305900E-2,1.882658940E0
1.920610000E-1,1.701449854E0,7.612811655E-2,2.513519204E-1,1.721599513E0
2.020880000E-1,1.433120397E0,-2.152995966E-1,6.665814149E-1,1.595154780E0
2.121150000E-1,1.369718891E0,-5.937085895E-1,1.212281002E0,1.923082151E0
2.221410001E-1,1.336733140E0,-9.176257718E-1,2.305046670E0,2.818178968E0
2.321680001E-1,1.304283870E0,-9.951845558E-1,3.252828287E0,3.643136091E0
2.421950001E-1,1.092732631E0,-9.249544526E-1,3.332006019E0,3.626550627E0
2.522220000E-1,1.017852018E0,-7.373276080E-1,2.986198177E0,3.239915783E0
2.622490000E-1,9.832996514E-1,-5.150701171E-1,2.600893562E0,2.827865406E0
2.722760000E-1,8.730020146E-1,-3.323669936E-1,2.043138771E0,2.246556559E0
2.823030000E-1,6.157501075E-1,-1.621106918E-1,1.450801207E0,1.584377548E0
2.923290001E-1,6.964805675E-1,7.053057700E-3,9.157260114E-1,1.150516864E0
3.023560001E-1,8.036214387E-1,1.868599091E-1,5.781142116E-2,8.270829480E-1
3.123830000E-1,5.586043918E-1,3.495790038E-1,-6.654792148E-1,9.365398719E-1
3.224100000E-1,6.301532614E-1,5.184441067E-1,-1.406336056E0,1.625933125E0
3.324370000E-1,7.151165208E-1,5.715254228E-1,-1.493309296E0,1.751572322E0
3.424640000E-1,7.490438202E-1,2.698715141E-1,-7.761161363E-1,1.111869388E0
3.524910001E-1,8.427910593E-1,-1.940603167E-1,-3.326235402E-1,9.266037965E-1
3.625170001E-1,4.296805957E-1,-7.009488635E-1,2.598338914E-1,8.622461218E-1
3.725440000E-1,-2.027510333E-1,-9.940257838E-1,5.500686264E-1,1.154023715E0
3.825710000E-1,-9.570927233E-2,-1.323218616E0,8.278546393E-2,1.329255884E0
3.925980000E-1,-7.011326122E-1,-1.403914432E0,1.857099080E-1,1.580205949E0
4.026250000E-1,6.028830171E-2,-5.236808731E-1,9.045268393E-1,1.046921744E0
4.126520001E-1,2.009097159E0,3.978131242E-1,1.718790795E0,2.673755500E0
4.226780001E-1,2.740766562E0,9.659258196E-1,2.014255865E0,3.535822496E0
4.327050000E-1,2.242887844E0,1.003336890E0,9.845103174E-1,2.646977779E0
4.427320000E-1,5.473941100E-1,6.384229785E-1,-7.890899384E-1,1.153207328E0
4.527590000E-1,-8.564840689E-1,-6.709387600E-2,-2.437983118E0,2.584923254E0
4.627860000E-1,-1.243550157E0,-5.823910113E-1,-3.338892285E0,3.610235168E0
4.728130001E-1,-1.034543772E0,-6.054356191E-1,-3.149261234E0,3.369670522E0
4.828400001E-1,-3.922057906E-1,-2.728588566E-1,-2.384054248E0,2.431458820E0
4.928660000E-1,2.261068591E-1,1.803208217E-1,-1.731311438E0,1.755300318E0
5.028930000E-1,2.496559355E-1,2.739499471E-1,5.834901416E-1,6.912578426E-1
5.129200000E-1,3.151532292E-1,-6.064211673E-1,2.916346754E0,2.995354166E0
5.229470000E-1,2.069343653E0,-1.404104612E0,1.273401362E0,2.806286504E0
5.329740001E-1,1.659380745E0,-1.696072024E0,1.806297886E0,2.982099398E0
5.430010001E-1,1.869023892E0,-1.222915918E0,-1.144533992E-1,2.236486805E0
5.530270000E-1,2.451121519E0,-4.135241541E-1,-2.561275753E0,3.569192123E0
5.630540000E-1,3.804341176E0,-2.906064717E-1,-4.066758367E0,5.576377634E0
5.730810000E-1,3.627721057E0,-2.918535367E-2,-4.587955781E0,5.848978552E0
5.831080000E-1,-2.287836560E0,1.515686882E0,-3.794755835E0,4.683126594E0
5.931350001E-1,-6.662582978E0,2.886185646E0,-2.186565709E0,7.582951214E0
