"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
8.151833434E-3,-9.270862743E-2,1.754924834E-1,-2.139601457E0,2.148787308E0
1.817883342E-2,-2.858883534E-1,2.708079457E-2,-2.122428769E0,2.141767822E0
2.820483339E-2,-7.113646549E-1,4.323899031E-2,-1.263699077E0,1.450808272E0
3.823183337E-2,-7.496370202E-1,-4.396346033E-2,4.578252912E-2,7.523194055E-1
4.825883335E-2,-1.995743872E-1,-1.120420074E-1,1.258902022E0,1.279538060E0
5.828483345E-2,5.390406315E-1,1.011351961E-1,2.005531819E0,2.079170750E0
6.831183343E-2,1.087589274E0,3.751251966E-1,1.986990298E0,2.296018246E0
7.833783340E-2,1.166560015E0,6.816637230E-1,1.478508239E0,2.002876509E0
8.836483338E-2,1.120582627E0,9.091970104E-1,8.499208617E-1,1.674726873E0
9.839183337E-2,9.471933872E-1,1.065132896E0,1.636542106E-1,1.434735551E0
1.084178333E-1,5.165725592E-1,9.509081233E-1,-7.704279649E-1,1.328394790E0
1.184448334E-1,-8.703112721E-2,3.204870594E-1,-1.450570242E0,1.488099594E0
1.284708334E-1,-1.795646305E-1,1.516785282E-1,-2.210018306E0,2.222483013E0
1.384978334E-1,-4.820729636E-1,9.111716151E-2,-3.284265257E0,3.320706997E0
1.485248334E-1,-7.081100947E-1,-2.076141626E-2,-4.040110851E0,4.101749216E0
1.585508334E-1,-8.599943718E-1,3.879738683E-1,-4.262136061E0,4.365308448E0
1.685778333E-1,7.746740668E-1,8.080416414E-1,-4.520881201E0,4.657404646E0
1.786038334E-1,2.478227749E0,4.998723266E-1,-3.499857361E0,4.317462989E0
1.886308334E-1,5.509863469E-1,2.680027440E-1,-7.090830714E-1,9.371287144E-1
1.986578334E-1,6.348519377E-1,4.434016719E-1,1.499030212E0,1.687226600E0
2.086838334E-1,3.400397100E-1,-5.658318427E-1,2.505148914E0,2.590668594E0
2.187108333E-1,2.173708631E-1,-1.500560136E0,2.029490200E0,2.533330078E0
2.287368334E-1,6.207685534E-2,-1.477980528E0,1.717861673E0,2.267008757E0
2.387638334E-1,-8.533103465E-1,-1.242978299E0,1.582236675E0,2.185544897E0
2.487908334E-1,-1.868102078E0,-1.204808845E0,2.011383712E-1,2.232000531E0
2.588168334E-1,-2.000080021E0,-1.408302767E0,1.736634743E-1,2.452304177E0
2.688438334E-1,-8.549262245E-1,-1.533731682E0,-6.958876598E-1,1.888780389E0
2.788698334E-1,-4.892062743E-1,-1.456638483E0,-9.490270740E-1,1.806037330E0
2.888968334E-1,-3.190435280E-1,-1.082829494E0,-6.653745496E-1,1.310355592E0
